"Core1","Core2","Core3","Core4","TempCPU1","TempCPU2","TempCPU3","TempCPU4","CPU1","CPU2","CPU3","CPU4","Memory","TempMemory","SpaceMemory"
"15.625","15.625","15.625","15.625","39","37","40","38","2700.00073","2700.00073","2700.00073","2700.00073","74.74242","34","75.19827"
"17.1875","12.5","18.75","21.875","39","38","40","37","2300.002","1700.00134","1700.00134","1700.00134","74.53604","34","75.19827"
"15.625","10.9375","20.3125","18.75","38","38","39","37","2100.00146","2100.00146","2100.00146","2100.00146","74.50865","34","75.19827"
"10.9375","7.8125","14.0625","14.0625","39","38","40","37","2200.001","2200.001","2200.001","2200.001","74.49677","34","75.19827"
"15.625","7.8125","23.4375","14.0625","38","37","39","37","2600.0022","2600.0022","2600.0022","2600.0022","74.51976","34","75.19827"
"20.3125","17.1875","20.3125","10.9375","38","37","39","37","2100.00122","2100.00122","2100.00122","2100.00122","74.49696","34","75.19827"
"7.8125","9.375","9.375","14.0625","38","38","39","37","1900.0011","1900.0011","1900.0011","1900.0011","74.6374359","34","75.19827"
"17.1875","10.9375","20.3125","10.9375","39","37","40","37","2500.0022","2500.0022","3300.003","3300.003","74.68312","34","75.19827"
"15.625","15.625","15.625","15.625","38","37","40","37","2100.00122","2900.00146","2900.00146","2900.00146","74.68581","34","75.19827"
"10.9375","12.5","15.625","17.1875","38","37","39","37","2100.00122","2100.00122","2100.00122","2100.00122","74.49294","34","75.19827"
"18.75","17.1875","23.4375","20.3125","39","38","40","38","2000.0011","2000.0011","2000.0011","2000.0011","74.66421","34","75.19827"
"18.75","12.5","17.1875","14.0625","39","38","39","37","2500.0022","2500.0022","2500.0022","2500.0022","74.65607","34","75.19827"
"15.625","10.9375","17.1875","12.5","39","37","39","37","2400.00146","2400.00146","2400.00146","2400.00146","74.58882","34","75.19827"
"15.625","10.9375","9.523809","12.5","39","38","40","37","3300.00244","3300.00244","3100.0022","3100.0022","74.46962","34","75.19827"
"18.75","10.9375","15.3846149","21.875","38","37","39","37","2700.00171","2400.00146","2100.00146","2100.00146","74.42393","34","75.19827"
"17.1875","15.625","25","21.875","38","37","39","38","2500.00122","2500.00122","2500.00122","2200.00122","74.43743","34","75.19827"
"9.375","9.375","10.9375","9.375","39","38","40","37","3300.00269","3300.00269","3300.00269","3300.00269","74.4526138","34","75.19827"
"32.8125","17.1875","25","20.3125","39","37","40","37","2700.00146","2100.00122","1800.001","1800.001","74.4491653","34","75.19827"
"21.875","17.1875","25","18.75","39","37","40","37","2400.00146","2400.00146","2400.00146","2400.00146","74.4533844","34","75.19827"
"23.4375","17.1875","23.4375","20.3125","39","38","40","38","3300.00244","3100.0022","3100.0022","3100.0022","74.46445","34","75.19827"
"10.9375","10.9375","21.875","10.9375","39","37","40","37","3300.002","3100.002","2500.00146","2500.00146","74.46597","34","75.1984"
"20.3125","28.125","28.125","26.5625","40","38","40","38","3300.0022","3300.0022","3300.0022","3300.0022","74.47383","34","75.1984"
"17.1875","12.5","15.625","15.625","39","38","40","38","2200.001","2200.001","2200.001","3300.00146","74.4391556","34","75.1984"
"23.4375","10.9375","23.4375","15.625","38","37","39","37","2000.00146","2000.00146","2400.00171","3300.00244","74.44428","34","75.1984"
"18.75","6.25","20.3125","14.0625","38","38","40","37","2400.00146","2400.00146","2400.00146","2400.00146","74.47824","34","75.1984"
"29.6875","25","34.375","26.5625","40","39","42","39","3300.0022","3300.0022","3300.0022","2700.00171","74.7111","34","75.1984"
"12.5","7.8125","10.9375","15.625","38","38","39","37","3300.001","3300.001","3300.001","3300.001","74.90846","34","75.1984"
"28.125","28.125","37.5","31.25","38","37","39","37","2300.0022","2300.0022","2300.0022","2300.0022","76.80452","34","75.1984"
"18.75","10.9375","15.625","23.4375","39","37","39","37","2100.00146","2100.00146","2100.00146","2100.00146","76.7891846","34","75.1984"
"9.375","10.9375","20.3125","15.625","38","38","39","37","2800.002","2800.002","2800.002","2800.002","76.70681","34","75.1984"
"21.875","10.9375","20.3125","17.1875","39","40","40","38","3300.002","3300.002","3300.002","3000.002","76.61974","34","75.1984"
"10.9375","12.5","12.5","21.875","39","38","40","37","2700.00171","2700.00171","2700.00171","2700.00171","76.63899","34","75.1984"
"43.75","42.1875","48.4375","43.75","38","38","40","37","1599.99939","2399.99927","2799.999","2799.999","75.14338","34","75.1984"
"23.4375","17.1875","26.5625","21.875","39","38","41","37","3300.00513","3300.00513","3300.00513","3300.00513","75.0586548","34","75.1984"
"46.875","32.8125","39.0625","37.5","44","42","45","41","3300.0022","3300.0022","3300.0022","3300.0022","76.55983","34","75.1984"
"51.5625","37.5","43.75","39.0625","45","45","47","45","3300.0022","3300.0022","3300.0022","3300.0022","76.725296","34","75.1984"
"54.6875","51.5625","56.25","51.5625","45","42","42","39","3300.001","3300.001","3300.001","3300.001","76.88009","34","75.1984"
"53.125","46.875","58.73016","51.5625","38","38","39","38","900.0003","900.0003","900.0003","900.0003","76.95868","34","75.1984"
"20.3125","34.375","35.384613","34.375","39","39","40","38","3300.00415","3300.00415","3300.00415","3300.00415","77.1084","34","75.1984"
"20.3125","18.75","18.75","14.0625","40","39","42","38","2800.00024","3300.00049","3300.00049","3300.00049","77.0987244","34","75.1984"
"32.8125","31.25","34.375","23.4375","44","44","45","44","3300.00366","3300.00366","3300.00366","3300.00366","77.31463","34","75.1984"
"60.9375","57.8125","48.4375","54.6875","42","44","44","43","3300.0022","3300.0022","3300.0022","3300.0022","77.7047653","34","75.1984"
"48.4375","42.1875","48.4375","39.0625","41","41","41","40","3300.00244","3300.00244","3300.00244","3300.00244","78.0458145","34","75.1984"
"53.125","43.75","51.5625","43.75","42","41","43","41","3300.001","3300.001","3300.001","3300.001","78.1717758","34","75.1984"
"34.375","37.5","37.5","28.125","40","39","41","39","2100.002","3300.00317","3300.00317","3300.00317","78.0966339","34","75.1984"
"40.625","32.8125","39.0625","34.375","40","39","40","38","1000.00024","1000.00024","1000.00024","1000.00024","76.53655","34","75.1984"
"50","43.75","54.6875","35.9375","40","38","39","38","1800.00146","1800.00146","1800.00146","1800.00146","76.56328","34","75.1984"
"34.375","17.1875","20.3125","28.125","40","43","43","39","3300.00269","3300.00269","3300.00269","3300.00269","75.83587","34","75.1984"
"14.0625","21.875","21.875","17.1875","40","39","41","39","3300.0022","3300.0022","3300.0022","3300.0022","75.7874","34","75.1984"
"29.6875","29.6875","31.25","20.3125","43","43","46","42","3300.00244","3300.00244","3300.00244","3300.00244","75.7598648","34","75.1984"
"31.25","31.25","28.125","26.5625","40","42","43","39","3300.00122","3300.00122","3300.00122","3300.00122","75.93874","34","75.19802"
"18.75","15.625","23.4375","15.625","39","38","40","39","2500.002","2900.0022","2900.0022","2900.0022","75.9943","34","75.19802"
"45.3125","34.375","46.875","43.75","39","38","40","38","1600.00085","1600.00085","1600.00085","1600.00085","75.97897","34","75.19802"
"54.6875","34.375","37.5","32.8125","40","39","41","39","1800.00134","1800.00134","1800.00134","1800.00134","75.89037","34","75.19802"
"12.5","7.8125","20.3125","10.9375","40","40","40","38","3300.00269","3300.00269","3300.00269","3300.00269","75.8829956","34","75.19802"
"15.625","12.5","9.375","18.75","39","39","41","38","2500.00073","2500.00073","2500.00073","2500.00073","75.8787842","34","75.19802"
"23.4375","10.9375","17.1875","15.625","40","38","41","39","3300.00342","3300.00342","3300.00342","3300.00342","75.85244","34","75.19802"
"17.1875","9.375","14.0625","17.1875","39","38","40","39","2400.00122","2400.00122","2400.00122","2400.00122","75.8784","34","75.19802"
"20.3125","9.375","15.625","12.5","39","39","40","38","3300.00269","3300.00269","3300.00269","3400.00269","75.87285","34","75.19802"
"12.5","15.625","17.1875","12.5","41","40","41","38","3300.0022","3300.0022","3300.0022","3300.0022","75.8570862","34","75.19802"
"21.875","12.5","17.1875","21.875","40","38","40","38","2800.001","3300.00122","3300.00122","3300.00122","75.8441544","34","75.19802"
"26.5625","17.1875","15.625","25","39","39","40","38","3300.00317","3300.00317","3300.00317","3300.00317","75.85819","34","75.19802"
"14.0625","18.75","28.125","26.5625","41","39","40","39","3300.002","3300.002","3300.002","3300.002","75.81087","34","75.19802"
"12.5","15.625","14.0625","12.5","40","39","40","38","3000.0022","2900.0022","2900.0022","3300.00244","75.8614","34","75.19802"
"28.125","23.4375","17.1875","18.75","40","38","40","38","2000.00061","3200.001","3200.001","3200.001","75.86006","34","75.19802"
"15.625","14.0625","12.5","21.875","39","39","40","39","3300.0022","3000.002","2700.00171","2700.00171","75.863266","34","75.19802"
"9.375","14.0625","26.5625","18.75","39","38","40","38","2700.00244","2700.00244","2700.00244","2700.00244","75.86044","34","75.19802"
"18.75","12.5","20.3125","9.375","39","39","40","38","2700.00146","2700.00146","2700.00146","2700.00146","75.8882141","34","75.19802"
"21.875","17.1875","20.3125","14.0625","41","40","40","38","3300.003","3300.003","3300.003","800.0007","75.9804153","34","75.19802"
"17.1875","9.375","21.875","14.0625","39","39","41","39","3000.00171","3000.00171","3000.00171","3000.00171","75.98343","34","75.19802"
"15.625","7.8125","14.0625","14.0625","40","39","43","40","3300.002","3300.002","3300.002","3300.002","76.001915","34","75.19802"
"25","15.625","21.875","28.125","39","38","41","39","3300.0022","3300.0022","3300.0022","3300.0022","75.93985","34","75.19802"
"9.375","15.625","21.875","10.9375","39","44","40","38","3400.002","3300.002","3300.002","3300.002","75.97984","34","75.19802"
"26.5625","28.125","37.5","34.375","39","39","41","38","3300.00244","3400.00269","3300.00244","3300.00244","76.24804","34","75.19802"
"37.5","20.3125","28.125","25","40","40","40","39","3300.00171","3300.00171","3400.00171","3300.00171","76.1797943","34","75.19802"
"14.0625","21.875","20.3125","21.875","40","39","44","39","3300.003","3300.003","3300.003","3300.003","76.14354","34","75.19802"
"45.3125","40.625","34.375","26.5625","39","38","40","39","2000.001","2000.001","2800.00122","3300.00146","75.95259","34","75.19802"
"29.6875","25","20.63492","23.4375","40","39","41","39","3300.00244","3300.00244","3300.00244","3300.00244","75.8767242","34","75.19802"
"42.1875","32.8125","32.30769","25","42","41","44","40","3300.0022","3300.0022","3300.0022","3300.0022","75.92496","34","75.19802"
"20.3125","17.1875","25","18.75","40","40","41","39","3300.00146","3300.00146","3300.00146","3300.00146","75.96442","34","75.19802"
"20.3125","25","18.75","14.0625","40","39","41","39","3300.003","3300.003","3100.00269","2500.0022","75.92572","35","75.19805"
"20.3125","28.125","17.1875","21.875","39","38","40","39","1300.00037","1300.00037","1300.00037","3300.001","75.9462662","35","75.19805"
"9.375","14.0625","20.3125","12.5","39","38","40","38","2500.0022","3300.003","3300.003","3300.003","75.9885559","35","75.19805"
"18.75","17.1875","17.1875","20.3125","41","40","41","39","3300.0022","3300.0022","3300.0022","3100.002","76.00599","35","75.19805"
"23.4375","23.4375","29.6875","21.875","40","39","41","40","3300.0022","3300.0022","3000.002","2700.002","76.0096741","35","75.19805"
"14.0625","14.0625","18.75","15.625","38","38","40","38","2400.002","2400.002","2400.002","2100.00171","76.1421051","35","75.19805"
"12.5","10.9375","10.9375","14.0625","39","37","39","38","2000.00085","2000.00085","2000.00085","2000.00085","76.13401","35","75.19805"
"12.5","17.1875","18.75","12.5","38","38","40","38","2200.00171","2200.00171","2200.00171","2200.00171","76.13267","35","75.19805"
"17.1875","29.6875","21.875","21.875","39","39","41","39","2800.002","2800.002","2800.002","2800.002","76.09564","35","75.19805"
"34.375","39.0625","35.9375","37.5","39","38","40","38","2900.00122","2900.00122","2300.001","1400.00049","76.01437","35","75.19805"
"21.875","18.75","23.4375","21.875","40","43","47","39","3300.00269","3300.00269","3300.00269","3300.00269","75.9578552","35","75.19805"
"32.8125","37.5","34.375","31.25","45","46","47","45","3300.00146","3300.00146","3300.00146","3300.00146","76.07687","35","75.19805"
"25","34.375","31.25","35.9375","38","38","40","38","2000.00134","2000.00134","2000.00134","2000.00134","76.0810852","35","75.19805"
"17.1875","17.1875","25","15.625","39","39","40","39","3300.003","3300.003","3300.003","800.0007","76.08391","35","75.19805"
"17.1875","15.625","21.875","17.1875","41","42","43","40","3300.00171","3300.00171","3300.00171","3300.00171","76.12472","35","75.19805"
"31.25","18.75","21.875","23.4375","39","38","40","38","2200.00146","2200.00146","2200.00146","2200.00146","75.84421","35","75.19805"
"26.5625","23.4375","26.5625","23.4375","41","41","41","42","3300.00244","3300.00244","3300.00244","3300.00244","75.9384155","35","75.19805"
"21.875","26.5625","25","21.875","40","38","40","38","3000.00171","2400.00122","2100.00122","2100.00122","76.08994","35","75.19805"
"17.1875","17.1875","25","20.3125","39","38","40","39","3200.0022","3200.0022","3200.0022","3200.0022","76.08784","35","75.19805"
"12.5","12.5","17.1875","17.1875","40","38","40","39","3300.0022","3300.0022","3300.0022","3300.0022","75.97428","35","75.19805"
"17.1875","15.625","15.625","9.375","39","38","40","38","2600.001","2600.001","2600.001","3300.00122","75.96418","35","75.19805"
"20.3125","9.375","12.5","12.5","39","38","40","38","2600.002","2600.002","2600.002","2600.002","75.93348","35","75.19805"
"21.875","20.3125","23.4375","29.6875","39","38","40","38","1700.001","2100.00122","2100.00122","2100.00122","75.5302658","35","75.19805"
"29.6875","26.5625","28.125","37.5","39","42","40","40","3300.00269","3300.00269","3300.00269","2700.0022","75.65196","35","75.19805"
"18.75","10.9375","12.5","15.625","41","38","40","38","3300.0022","3300.0022","3300.0022","3300.0022","75.73372","35","75.19805"
"18.75","14.0625","10.9375","17.1875","40","39","40","38","3000.0022","2700.002","2700.002","2700.002","75.71082","35","75.19805"
"29.6875","17.1875","17.1875","20.3125","40","38","40","39","3300.00171","3300.00171","3300.00171","3300.00171","75.7191544","35","75.19805"
"18.75","7.8125","14.0625","15.625","40","38","40","38","2800.0022","2800.0022","2800.0022","2800.0022","75.6759","35","75.19805"
"15.625","17.1875","14.0625","23.4375","39","38","40","38","2800.00171","2800.00171","2800.00171","2800.00171","75.84972","35","75.19805"
"17.1875","9.375","17.1875","17.1875","40","38","40","38","3300.0022","3300.0022","3300.0022","3300.0022","75.85292","35","75.19805"
"21.875","15.625","20.3125","20.3125","40","39","40","39","3300.002","3300.002","3300.002","3300.002","75.80876","35","75.1980438"
"17.1875","18.75","14.0625","18.75","39","39","40","38","2500.00171","1900.00122","1900.00122","1900.00122","75.8864441","35","75.1980438"
"17.1875","10.9375","18.75","15.625","39","38","39","38","2100.00122","2100.00122","2500.00146","2500.00146","75.8729858","35","75.1980438"
"25","21.875","20.63492","12.5","39","38","40","38","2800.00244","2800.00244","2500.0022","2200.002","75.88808","35","75.1980438"
"17.1875","12.5","9.230768","12.5","38","37","40","38","2400.001","2400.001","2400.001","2400.001","75.8246155","35","75.1980438"
"6.25","12.5","10.9375","6.25","39","38","40","38","2300.00146","2300.00146","2300.00146","2300.00146","75.92802","35","75.1980438"
"17.1875","10.9375","10.9375","15.625","39","38","40","38","2400.00171","2400.00171","2400.00171","2400.00171","75.910965","35","75.1980438"
"20.3125","18.75","15.625","18.75","39","38","40","38","2200.00146","2200.00146","2200.00146","2200.00146","75.82998","35","75.1980438"
"21.875","18.75","17.1875","20.3125","39","39","39","38","2200.00146","2200.00146","2200.00146","2200.00146","75.76274","35","75.1980438"
"14.0625","7.8125","14.0625","17.1875","38","38","39","37","2100.00122","2100.00122","2100.00122","3300.002","75.78745","35","75.1980438"
"18.75","14.0625","12.5","17.1875","39","39","40","38","3300.00269","3300.00269","3000.00244","3000.00244","75.7826157","35","75.1980438"
"17.1875","14.0625","12.5","14.0625","39","38","40","37","2200.00122","2200.00122","2200.00122","2200.00122","75.71384","35","75.1980438"
"17.1875","12.5","18.75","20.3125","39","37","39","37","2299.99976","2299.99976","2299.99976","2299.99976","75.7299347","35","75.1980438"
"12.5","17.1875","15.625","20.3125","39","37","39","38","2300.00317","2300.00317","2300.00317","2300.00317","75.61307","35","75.1980438"
"14.0625","14.0625","25","15.625","38","38","40","38","2700.0022","2700.0022","2700.0022","3300.00269","75.70191","35","75.1980438"
"12.5","14.0625","12.5","10.9375","40","38","41","38","3300.0022","3300.0022","3300.0022","3300.0022","75.6837158","35","75.1980438"
"32.8125","26.5625","32.8125","28.125","38","38","39","38","1200.00012","1200.00012","1200.00012","1200.00012","75.65699","35","75.1980438"
"23.4375","21.875","25","26.5625","40","38","40","38","3300.00342","3300.00342","3300.00342","3300.00342","75.69061","35","75.1980438"
"20.3125","12.5","17.1875","14.0625","40","39","40","38","3300.00269","3300.00269","3300.00269","3300.00269","75.65335","35","75.1980438"
"23.4375","15.625","14.0625","15.625","40","41","42","39","3200.002","3200.002","3200.002","3200.002","75.7275848","35","75.1980438"
"21.875","17.1875","17.1875","10.9375","39","38","40","38","2400.00049","2400.00049","2400.00049","2400.00049","75.7257156","35","75.1980438"
"31.25","14.0625","9.375","28.125","41","41","42","40","3300.00342","3300.00342","3300.00342","3300.00342","75.81604","35","75.1980438"
"12.5","15.625","14.0625","21.875","38","37","39","37","2800.002","2800.002","2500.00171","2500.00171","75.82083","35","75.1980438"
"23.4375","26.5625","20.3125","20.3125","41","39","45","43","3300.002","3300.002","3300.002","3300.002","75.26431","35","75.1980438"
"25","31.25","34.375","32.8125","40","38","40","38","3300.0022","3300.0022","3300.0022","3300.0022","74.703476","35","75.1980438"
"18.75","14.0625","14.0625","21.875","39","38","40","38","2500.00049","2500.00049","2500.00049","2500.00049","74.7550659","35","75.1980438"
"21.875","10.9375","15.625","9.375","44","39","40","38","3300.00366","3300.00366","3300.00366","3300.00366","74.7743149","35","75.1980438"
"23.4375","20.3125","20.3125","17.1875","43","41","43","41","3300.00024","3300.00024","3300.00024","3300.00024","74.68475","35","75.1980438"
"21.875","21.875","25","26.5625","40","39","41","38","3300.004","3300.004","3300.004","3300.004","74.61804","35","75.1980438"
"40.625","50","46.875","42.1875","39","39","40","38","799.9997","799.9997","799.9997","799.9997","74.17598","35","75.1980743"
"39.0625","34.375","37.5","26.5625","41","40","41","38","3300.00513","3300.00513","3300.00513","3300.00513","74.28384","35","75.1980743"
"56.25","26.5625","32.8125","35.9375","40","41","41","39","2700.00073","2700.00073","2700.00073","2700.00073","74.4087448","35","75.1980743"
"35.9375","32.8125","39.0625","29.6875","40","40","41","38","3400.00342","3300.00342","3300.00342","3300.00342","74.3881","35","75.1980743"
"23.4375","20.3125","23.4375","9.375","40","39","45","39","3300.00244","3300.00244","3300.00244","3300.00244","74.43226","35","75.1980743"
"17.1875","9.375","33.3333321","26.5625","38","37","39","38","1300.00024","1300.00024","1300.00024","1300.00024","74.46622","35","75.1980743"
"15.625","17.1875","13.8461533","7.8125","39","37","40","38","1999.99976","2399.99976","2399.99976","3299.99951","74.54869","35","75.1980743"
"37.5","35.9375","42.1875","39.0625","40","39","41","40","3300.00513","3300.00513","3300.00513","3100.00464","74.30669","35","75.1980743"
"7.8125","15.625","21.875","17.1875","39","38","40","38","2700.00269","2700.00269","2400.00244","2400.00244","74.35759","35","75.1980743"
"20.3125","12.5","17.1875","7.8125","39","37","40","38","1500.00049","1500.00049","1500.00049","1500.00049","74.3460541","35","75.1980743"
"9.375","7.8125","14.0625","18.75","42","41","43","40","3300.00269","3300.00269","3300.00269","3300.00269","74.23125","35","75.1980743"
"14.0625","14.0625","15.625","21.875","39","38","40","38","3100.0022","2800.002","2800.002","2800.002","74.3163147","35","75.1980743"
"21.875","23.4375","18.75","25","40","39","41","39","3300.00269","3300.00269","3300.00269","3300.00269","74.47848","35","75.1980743"
"29.6875","29.6875","39.0625","28.125","40","39","42","39","3300.00244","3300.00244","3300.00244","3300.00244","74.53604","35","75.1980743"
"20.3125","18.75","21.875","26.5625","40","39","41","38","3300.00171","3300.00171","3300.00171","3300.00171","74.5142059","35","75.1980743"
"17.1875","15.625","26.5625","25","39","40","41","38","2800.00146","3300.00171","3300.00171","3300.00171","74.5074539","35","75.1980743"
"20.3125","14.0625","18.75","23.4375","39","38","40","38","3400.0022","3300.0022","3300.0022","3300.0022","74.49021","35","75.1980743"
"10.9375","7.8125","10.9375","18.75","39","38","41","38","3300.00244","3400.00269","3300.00244","3000.0022","74.46454","35","75.1980743"
"6.25","20.3125","12.5","15.625","39","39","41","39","3300.002","3300.002","3300.002","3300.002","74.171814","35","75.1980743"
"9.375","6.25","14.2857132","10.9375","39","37","40","37","1800.00073","1800.00073","1800.00073","1800.00073","74.1807251","35","75.1980743"
"21.875","26.5625","26.1538448","28.125","40","39","40","39","3300.003","2700.0022","1800.00159","1200.001","74.10625","35","75.1980743"
"31.25","20.3125","42.1875","34.375","38","38","39","37","1300.00012","1300.00012","1300.00012","1300.00012","74.06415","35","75.1980743"
"15.625","17.1875","14.0625","21.875","38","37","39","38","1600.00171","1600.00171","1600.00171","1600.00171","74.10711","35","75.1980743"
"18.75","18.75","20.3125","10.9375","40","38","41","38","3300.00317","3300.00317","3000.003","2700.00269","74.00816","35","75.1980743"
"6.25","6.25","10.9375","15.625","39","37","39","38","2500.00073","2500.00073","2500.00073","2500.00073","74.01506","35","75.1980743"
"26.5625","18.75","18.75","23.4375","39","39","40","39","3300.003","800.000732","1200.0011","3300.003","74.0277557","35","75.1980743"
"20.3125","15.625","15.625","12.5","38","37","39","38","2400.00146","2100.00122","2100.00122","2100.00122","73.89293","35","75.1980743"
"20.3125","20.3125","21.875","23.4375","40","40","40","39","3300.00244","3300.00244","3300.00244","3300.00244","73.84241","35","75.1980743"
"18.75","12.5","18.75","17.1875","38","38","41","38","3000.002","3000.002","3000.002","3000.002","73.97962","35","75.1980743"
"17.1875","15.625","17.1875","18.75","40","40","41","39","3300.0022","800.000549","800.000549","2000.00134","73.9078751","35","75.1980743"
"14.0625","15.625","18.75","23.4375","40","39","40","39","3400.00122","3300.00122","3300.00122","3300.00122","73.96716","35","75.1981354"
"14.0625","17.1875","15.625","23.4375","38","38","40","38","2100.001","2100.001","2100.001","2100.001","73.98537","35","75.1981354"
"18.75","15.625","23.4375","15.625","41","39","40","38","3300.00269","3300.00269","3300.00269","3300.00269","73.92129","35","75.1981354"
"32.8125","23.4375","23.4375","23.4375","40","39","45","39","3300.002","3300.002","3300.002","3300.002","74.1264648","35","75.1981354"
"29.6875","43.75","43.75","42.1875","39","38","39","37","1299.99988","1299.99988","1299.99988","1299.99988","74.13551","35","75.1981354"
"14.0625","6.25","17.1875","14.0625","39","37","40","38","2000.00256","2000.00256","2000.00256","2000.00256","74.03671","35","75.1981354"
"12.5","12.5","17.1875","6.25","39","38","40","39","3300.001","3300.001","3300.001","3300.001","73.88642","35","75.1981354"
"29.6875","29.6875","35.9375","34.375","43","42","44","42","3300.00269","3300.00269","3300.00269","3300.00269","73.9663544","35","75.1981354"
"34.375","39.0625","37.5","45.3125","38","38","40","38","1200.00037","1200.00037","1200.00037","1200.00037","73.9239655","35","75.1981354"
"12.5","15.625","17.1875","21.875","38","38","39","38","2100.001","2900.00146","3300.00171","3300.00171","73.8774643","35","75.1981354"
"9.375","10.9375","17.1875","17.1875","38","37","39","38","1700.00159","1400.00134","1400.00134","1400.00134","73.87909","35","75.1981354"
"15.625","12.5","10.9375","17.1875","38","37","39","38","1000.00049","1000.00049","1000.00049","1000.00049","73.87957","35","75.1981354"
"9.375","6.25","17.1875","14.0625","39","38","40","38","3300.00464","800.0011","800.0011","2000.00281","73.86027","35","75.1981354"
"10.9375","12.5","15.625","9.375","38","38","40","37","2300.00146","2000.00122","2000.00122","2000.00122","73.86592","35","75.1981354"
"15.625","17.1875","15.625","12.5","39","38","41","38","3300.00244","3300.00244","3000.0022","2100.00146","73.8649139","35","75.1981354"
"15.625","15.625","18.75","20.3125","38","38","40","38","799.9999","1199.99976","1599.99976","1999.99963","73.8364639","35","75.1981354"
"25","29.6875","43.75","29.6875","40","40","41","41","3300.005","3300.005","3400.005","3300.005","73.65514","35","75.1981354"
"18.75","29.6875","23.4375","23.4375","39","39","41","39","3300.00122","3300.00122","3300.00122","3300.00122","73.77291","35","75.1981354"
"28.125","26.5625","32.8125","23.4375","39","39","41","39","3300.00244","3300.00244","3300.00244","3300.00244","73.69226","35","75.1981354"
"20.3125","26.5625","23.4375","23.4375","41","42","42","40","3300.0022","3300.0022","3300.0022","3300.0022","73.73316","35","75.1981354"
"26.5625","26.5625","37.5","39.0625","41","40","42","39","3300.00244","3300.00244","3300.00244","3300.00244","73.81966","35","75.1981354"
"23.4375","26.5625","28.125","31.25","39","38","40","38","1599.99792","1599.99792","1599.99792","3299.99585","73.86851","35","75.1981354"
"12.5","9.375","7.8125","12.5","38","37","39","38","800.0014","800.0014","800.0014","800.0014","73.86678","35","75.1981354"
"14.0625","17.1875","25","14.0625","39","38","40","38","3100.00513","2500.00415","1900.003","3300.00537","73.8558655","35","75.1981354"
"14.0625","14.0625","21.875","26.5625","41","40","42","39","3300.00146","3300.00146","3300.00146","3300.00146","73.82631","35","75.1981354"
"28.125","32.8125","34.375","35.9375","46","44","47","44","3300.0022","3300.0022","3300.0022","3300.0022","73.32554","35","75.1981354"
"21.875","26.5625","29.6875","21.875","39","39","40","38","3300.00171","3300.00171","3300.00171","3300.00171","73.4133759","35","75.1981354"
"21.875","18.75","28.125","26.5625","39","38","40","38","1300.00024","1300.00024","1300.00024","1300.00024","73.27271","35","75.1981354"
"15.625","15.625","12.5","17.1875","40","38","40","38","3000.00244","2400.002","2400.002","3300.00269","73.28775","35","75.1981354"
"18.75","23.4375","21.875","15.625","39","38","40","38","3300.00342","3000.00317","2100.0022","1500.00159","73.29101","35","75.19799"
"12.5","7.8125","14.0625","9.375","38","37","39","37","1900.00146","2300.00171","2700.002","2700.002","73.21011","35","75.19799"
"17.1875","6.25","12.5","9.375","38","37","39","38","1200.00037","1200.00037","1200.00037","1200.00037","73.27051","35","75.19799"
"34.375","29.6875","29.6875","37.5","42","39","40","39","3300.00415","3300.00415","3300.00415","3400.00439","73.72305","35","75.19799"
"23.4375","25","32.8125","25","39","40","41","37","3000.00146","3000.00146","3000.00146","3300.00171","73.75859","35","75.19799"
"18.75","21.875","20.3125","23.4375","39","39","41","39","3300.001","3300.001","3300.001","3300.001","73.59671","35","75.19799"
"25","18.75","26.5625","20.3125","41","41","41","40","3300.001","3300.001","3300.001","3300.001","73.65797","35","75.19799"
"20.3125","26.5625","28.125","15.625","39","38","40","39","3300.00269","3300.00269","3300.00269","3400.003","73.6768341","35","75.19799"
"17.1875","25","26.5625","29.6875","41","44","41","40","3300.00171","3300.00171","3300.00171","3300.00171","73.8375244","35","75.19799"
"40.625","42.1875","45.3125","43.75","41","40","41","40","3300.00244","3400.00269","3300.00244","3300.00244","73.9072","35","75.19799"
"23.4375","32.8125","32.8125","23.4375","42","42","44","41","3300.002","3300.002","3300.002","3300.002","73.91473","35","75.19799"
"56.25","51.5625","65.625","59.375","39","38","40","38","1900.00085","1900.00085","1900.00085","3100.00146","74.12737","35","75.19799"
"37.5","35.9375","39.0625","42.1875","40","39","41","39","3300.00317","3300.00317","3300.00317","3300.00317","74.18422","35","75.19799"
"20.3125","10.9375","25","23.4375","39","38","40","38","1600.00049","1600.00049","1600.00049","1600.00049","74.1562042","35","75.19799"
"34.375","31.25","34.375","31.25","41","40","42","43","3300.003","3300.003","3300.003","3300.003","74.12929","35","75.19799"
"32.8125","39.0625","29.6875","28.125","41","40","41","40","3300.00171","3300.00171","800.0004","1200.00061","74.13259","35","75.19799"
"31.25","34.375","39.0625","35.9375","42","43","45","42","3300.00171","3300.00171","3300.00171","3300.00171","74.1051","35","75.19799"
"29.6875","20.3125","25","25","39","38","40","38","1300.00024","2500.00049","3300.00049","3300.00049","74.10429","35","75.19799"
"34.375","32.8125","31.25","37.5","39","38","40","39","800.0007","800.0007","800.0007","800.0007","74.39777","35","75.19799"
"34.375","32.8125","35.9375","35.9375","40","38","41","39","1300.00146","1000.00116","1000.00116","1000.00116","74.33916","35","75.19799"
"53.125","53.125","50","51.5625","40","40","42","40","2300.001","3100.00146","3100.00146","3100.00146","74.33197","35","75.19799"
